,Unnamed: 0,course code,course name,teacher,comment time,chinese course name,body,mark,workload_num,year,semester,region（mainland2，international-3）
308,308,GE1501,Chinese Civilisation - History and Philosophy,Lecture and Tutorial: 王景松,2019-08-18 17:48:00,中國文化－歷史與哲學,俾佢一科拉低哂個CGPA，喊出黎。Lecture上齊哂。Tutorial個個星期得一組present，仲要答全部同學問題，成個問答大會咁。GE科搞到咁認真，當個個都好熟識中史同中化。未讀既唔建議reg佢,2.7,2,2018/19,SemA,
309,309,GE2217,Power and Politics,Iris Kam,2019-08-18 00:44:00,權力與政治,"Ppt present比較兩知名政領袖的風格（冇限定）。計齊attendance，交paper(用番present內容所以workload唔多)，加上tutor人nice, 輕鬆又一sem。",3.7,1,2014/15,SemB,
310,310,GE2134,Critical and Creative Thinking,"Chan Ho Mun, Lawrence",2019-08-17 15:03:00,,"唔chur，平均兩堂一份assignment，五個人做一份2500字關於人物或者事物creativity嘅group project，同埋一個open book final quiz。
基本上有上堂就會識，所有野都好貼近生活所以好容記。",4,0,2018/19,SemA,
311,311,GE1401,University English,JJ Macolgen,2019-08-16 23:47:00,大學英語,"真心唔推薦大家去讀佢
好嚴格
好chur利申：本人DSE 5",2.7,3,2018/19,SemA,
312,312,GE1354,Introduction to Electronic Design,Wallace Tang,2019-08-16 17:16:00,,"2018/19 Sem B 讀
有prog底/EE/engine仔會易明d, 冇興趣/本身work load重 唔建議regEE仔必修嘅GE course, notes整全, 簡單易明, prof指示清晰, 有問必答, 係中學老師feel~~~~
用micro:bit(一塊好得意嘅電路版/CPU)為中心教學, 駁input sensor, prog micro:bit, 然後到output
Lecture教唔同sensor/circuit design/Micro:bit嘅特性同原理, 仲有sensors同micro:bit(s)之間嘅連接同溝通, prog micro:bit嘅技巧, 畫下flow chart, 識c++/java/python都走唔甩, 冇得寫pseudo code代替, 畫啦!
冇Tutorial但會有tutorial question比你做練習, midterm/exam問題相類, 明白個原理, 做熟d題目就會識做
Project 係全course最煩嘅野, prof比components/theme你, (eg bike system), proposal(寫有咩function/點做出嚟)+interview(比prof lab session con一con) + 整完要拍片demo + presentation + report",4.3,3,2018/19,SemB,
313,313,GE1332,Beauty of Ancient Chinese Architecture,LI Shan,2019-08-16 16:38:00,,"The course is now revised and there will be a final examination. The course requires Madarin so don't take it if you don't understand Mandarin Chinese. Assignments are quite time-consuming and are not easy any more. About the group project, as the groups are assigned by prof herself, it really depends on your luck that teammates may contain free riders. Although free riders are punished, they definitely will affect your grade if they perform bad in the group presentation. Final is easy and are from the materials.In all, not recommended.",3.7,2,2018/19,SemA,
314,314,GE1501,Chinese Civilisation - History and Philosophy,Calvin Wong,2019-08-10 15:03:00,中國文化－歷史與哲學,本身理科底，組員有商科人同社科人。大家都想攞A range，積極準備同問問題，落堂都問問題。Calvin都一一細心回答同建議睇咩書，very helpful。最後全部人A range（大課有人上齊認真交足堂課，有人就走左啲堂）。,4,2,2018/19,SemA,
315,315,GE1225,Become a Smart and Responsible Consumer,Rhonwyn Kate Vaudrey,2019-08-09 12:47:00,,"個 tutor 要勁出位先可以靚 grade, 要堂堂答問題, 否則都會爛 grade",2.7,2,2017/18,SemA,
316,316,GE2231,"Business, Media and Society",Dr. Tong,2019-08-05 10:46:00,,"An intro course of mass media. Not difficult overall. Classes ok in general but some topics can be boring (e.g. topics about newspaper). Can tell teacher is trying hard to make the class fun so still interesting in general. Not too much to do in class except simple classworks. No indiv assignment, just group project. Good, responsible team members are critical especially in presntation. Need the textbook for exam revision. Exam has quite a lot to do but cannot remember exact details but most of the exam is MCQs and not difficult. Teacher is nice, friendly and supportive. Just email her & her reply is quick. A good choice if you need a good grade.",4.3,2,2018/19,SemA,3
317,317,GE2230,Revolutionary Shifts in Global Business Practices,Toni Tong,2019-08-05 10:20:00,全球商業作法的革命轉變,"Pros: Toni 老師有責任心，上課有趣，有很多分享機會，課程不難（若你是商科生）因大部份concepts在已經Yr 1, 2 讀過，無individual assignment，只有group project & classwork 所以打大部份時間是輕鬆的。我個人覺得考試還OK，因大部份係MC，SQ跟classwork有關，essay 只有一條。
Cons: 每一堂都take attendance，最後一個小時一定有classwork，要高分絕對不能走堂，會扣掉attend, participation及classwork分，好大鍋！而且有min attend require，注意！！需要慎選groupmate，因為group project 是很重的。EXAM MC 一定要 textbook。",4,2,2018/19,SemA,
318,318,GE1326,Common Accidents in Modern Day City Life - Inevitable? Preventable?,Louis,2019-08-01 20:56:00,一般意外在現代都市生活中是否無可避免？或是可以預防？,"上堂好輕鬆好fun （上足堂）
自問都做得幾好 asm滿分有+努力溫quiz同exam+consult都話ok
個grade出黎真係以為出錯左 但係其他grpmate都係呢個grade",2.7,1,2018/19,SemA,
319,319,GE2129,Psychology for Young Professionals,Joseph & Dong Yang,2019-08-01 20:17:00,新晉專業人員心理學,"In Dong Yang, we trust!
Quiz 2 + Project 都係Dong Yang比分 佢今年第一年教 好比心機幫你consult
個quiz都幾易！",4,2,2018/19,SemA,
320,320,GE2412,English for the Humanities and Social Sciences,HO Jenifer,2019-08-01 14:25:00,,"2018/19 Sem B讀算係幾輕鬆嘅course
關於assignment之前有人分享過
亦都冇咩變動",3.7,2,2018/19,SemB,
321,321,GE2314,Construction As One of the Founding Stones of Modern Hong Kong,RW,2019-08-01 13:42:00,建築業是建構現今香港的其一基石,TOTALLY RUBBISH,,4,2018/19,SemA,3
322,322,GE2412,English for the Humanities and Social Sciences,John Wong,2019-07-30 17:54:00,,"每次上堂前都要點名，遲過15分鐘就要扣分。
上堂不停要人答佢問題，冇人答就跟住attendance list輪流問，每堂至少問1-2round。
Lecturer對呢個course嘅資料唔太了解，連assignment字數&deadline都唔知，任何大小事都話要問完supervisor先答到我地。
因為呢個course新開，以上所講嘅都尚可容忍，但身為一個lecturer竟然連上堂嘅日子係公眾假期都唔知，喺公眾假期前一日仲出email叫我地聽日上堂記得要present...
仲要比分極手緊，真係可避則避。",3,3,2018/19,SemA,
323,323,GE1305,Everyday Physics: Its Impact on You and Society,too many,2019-07-30 17:45:00,物理與日常生活：對你和社會的影響,"成個course outline 好simple好easy
course work 30%
Exam (~40 mc) 70%
唔tick attendance, 每兩堂轉一次professor
所謂course work 只係每星期上canvas做10條mc, 可慢慢上網search or refer to notes, east to get full marks.
而exam 只需用一天睇睇notes內的文字&背書既野, 佔exam mc 2-3成分
而exam剩低的mc則需要你有physics 底 (高中有選修phys,唔洗好勁都得,佢考得好淺好淺), 但佔分又很重
workload十分輕鬆, 我走了8-9成堂
建議理科人選修 挪A+無難度!!
至於從未讀過Phys的同學則不建議修讀!!!
因為我肯定professor上堂無教過相關既野,
佢assume你地識, 因為於理科人來說好basic
但如果你無讀過phys, 即使你背曬成份notes,
你都只能墊屍底了....",4,0,2018/19,SemA,
324,324,GE1305,Everyday Physics: Its Impact on You and Society,too many,2019-07-30 17:43:00,物理與日常生活：對你和社會的影響,"成個course outline 好simple好easy
course work 30%
Exam (~40 mc) 70%
唔tick attendance, 每兩堂轉一次professor
所謂course work 只係每星期上canvas做10條mc, 可慢慢上網search or refer to notes, east to get full marks.
而exam 只需用一天睇睇notes內的文字&背書既野, 佔exam mc 2-3成分
而exam剩低的mc則需要你有physics 底 (高中有選修phys,唔洗好勁都得,佢考得好淺好淺), 但佔分又很重
workload十分輕鬆, 我走了8-9成堂
建議理科人選修 挪A+無難度!!
至於從未讀過Phys的同學則不建議修讀!!!
因為我肯定professor上堂無教過相關既野,
佢assume你地識, 因為於理科人來說好basic
但如果你無讀過phys, 即使你背曬成份notes,
你都只能墊屍底了....",4,0,2017/18,SemB,
325,325,GE1401,University English,Miss Lauw,2019-07-29 23:07:00,大學英語,"教學質素普通，grade一般
多consult有著數",3,2,2018/19,SemA,
326,326,GE1102,Cinema: East and West,April Wei,2019-07-18 04:59:00,東西方電影,"明明關cinema事又唔俾堂上睇劇,要你自己返屋企睇,上黎做咩? Exam難到仆街唔好reg",2.7,4,2018/19,SemA,
327,327,GE2253,Real Estate Development: Principles and Process,Xiaowei Luo,2019-07-17 23:23:00,,"工作量太大
而且lecturer係唔會覆email
要問野就好上堂問定先",3.3,4,2016/17,SemA,
328,328,GE1301,Climate Change and Extreme Weather,Johnny Chan,2019-07-17 16:05:00,氣候變化與極端天氣,"大 伏 ！
assignments既評分標準好模糊，冇收過真正既marking scheme，只有上堂講解同幾個大剔之後比分你
In class quiz一遲到就冇得做，仲要因爲唔夠時間由四個變三個，miss 一個已經冇左差不多8%
份report同presentation做到死死下，Project presnetation果陣佢聽聽下訓著左，中途先醒番LOL
無論你有冇Geog底都唔建議你去讀",2.3,4,2017/18,SemB,
329,329,GE2306,Energy and Technology,Abhijit PRAMANICK,2019-07-01 22:54:00,能源與科技,"唔知收唔到功課定點 中學冇讀過phy 所以F咗 
基本上第一堂搵咗groupmate就可以走堂 佢上堂都係個notes 
p.s.冇走過堂",0,1,2018/19,SemA,
330,330,GE2311,Technology and Society,JOHN LIN,2019-06-28 16:55:00,技術與社會,"18/19SEM B讀不過未有得揀
HEA讀之選
淨係問3條問題+一份essay
啲問題亂問都會有b+
唔洗驚問唔到 好多人走堂
去到後期得幾條友上堂 一定問到
又唔計attendance 極端啲講如果一堂問到3條既話咁就唔洗再上了
至於essay 我覺得最緊要題目揀得夠特別
唔好同人撞, 有哂正反
我只係寫左1700字only",3.7,0,2018/19,SemB,
331,331,GE1341,Life and Health,Geoffrey Lau / Rebecca Chin / YUAN Hsiang-Yu Sean,2019-06-26 16:44:00,,"It is important to study hard for the quizzes. The first quiz is really easy, but the second quiz is quite tough. As for the poster presentation, it is very important to appear professional and not read off from cell phones instead of looking at the audience .",4,2,2018/19,SemA,3
332,332,GE2306,Energy and Technology,Abhijit PRAMANICK,2019-06-26 16:40:00,能源與科技,"Exams are okay - not very hard, not very easy. Mid term and final exam are most important to get a good grade.",4.3,2,2018/19,SemA,3
333,333,GE2231,"Business, Media and Society",T Tong,2019-06-24 09:49:00,,"課程：主要介紹大眾傳播的發展及理論，是基礎課程，所以課程不難明白，只是英文名詞比較多，平常功課不多，只有40％ gp project， 20％ attendance/participation/classwork， 40％ exam （強烈建議買textbook，考試題目差不多從書找到, MC 60%, T/F 10%, 1條essay 30%）。每天都有classwork所以不能走堂，需要好團隊慎選groupmate。我是最後兩個禮拜才認真讀，有這樣的成績是驚喜，我估計classwork救不少分數。另外present weeks 一定要出席，因為分會加重（根據多少group present）。老師方面：Toni 是非常有經驗，講課有趣不會悶，只是講話好快速，英文不是很好所以有點吃力。Toni 是很友善的老師，回答問題好快，我們group project 遇到不少難題，Toni 都很耐性的解釋，甚至將的時間改到weekend，遷就我們做part time 的同學，最後project 拿到A，我們真的非常感激。A very nice teacher, highly recommended!!",4,2,2018/19,SemA,
334,334,GE2230,Revolutionary Shifts in Global Business Practices,T Tong,2019-06-24 09:11:00,全球商業作法的革命轉變,"This is my second time having Toni class. She is demanding in class but also friendly, responsible and very helpful especially in the group project. Scores breakdown is group project 40%, attendance, participaton & classwork 20%, final exam is 40%, no individual assignment. The workload is very heavy at the semester end especially for the group project. Having the right group members are MUST. Also, don't miss her classes especially during presentation weeks. Students are required to give presentation groups comments and that is counted as participation & classwork marks. We have 4 presenting groups each week and thus, there are 4 classwork marks counted. Textbook is also a must for exam. Need to study at least 3 weeks early for that.",3.7,3,2018/19,SemA,3
335,335,GE1501,Chinese Civilisation - History and Philosophy,黃海濤,2019-06-18 16:41:00,中國文化－歷史與哲學,幸運遇上認真既隊友，全組A range。,4,2,2018/19,SemA,
336,336,GE1225,Become a Smart and Responsible Consumer,Rhonwyn Kate Vaudrey,2019-06-14 17:47:00,,"[Is was 2018/19 Sem B]
As a student from college of business, it's not so difficult to handle.
There are individual assignment (2500words max), group project, one debate for every student, and final exam.
The instructor prefers students who answer and comment to the issues discussed in classes. I was not one of them. She made her every class full of information for entire 3 hours.
Individual assignment and group project weren't difficult, and the exam was quite easy. Debate depends on personal speaking ability, but don't be too worry, just give it a try.
It's nice to meet lots of exchange in class.",3,2,2018/19,SemB,3
